,date,text
1476,2020-04-05 09:06:18,Seattle's police chief urges public to call 911 if they are called racist names during the coronavirus pandemic. 
1477,2020-04-05 09:05:20,Leave corona virus for now. Let's talk about us @mackenzies_7 
1478,2020-04-05 09:05:05,#IK_SaviourOfNation Effected sectors of business from Corona is also a concern PM is giving relief to all effected sectors as well trying to survive the economy from collapse @Team_Mastanda
1479,2020-04-05 09:04:42,#IK_SaviourOfNation Coronavirus Relief Fund 2020 is already announced. @Team_Mastanda
1480,2020-04-05 09:03:50,#Diya_With_Gayatri_Mantra Enlighten your trust your faith your unity your energy against corona battle 
1481,2020-04-05 09:02:07,#IK_SaviourOfNation Prime Minister also announced Coronavirus Relief Fund at National Bank of Pakistan where charitable contributions can be made. @Team_Mastanda
1482,2020-04-05 09:01:55,"#IK_SaviourOfNation Under Chief Minister Buzdar’s supervision, Lahore Expo Centre, in the record time of nine days have been converted into a 1000-bed coronavirus field hospital. @Ayman0246810"
1483,2020-04-05 09:00:13,#IK_SaviourOfNation Below is the account detail of corona relief fund Participate as much as you can @Team_Mastanda
1484,2020-04-05 08:59:25,Humanity is our first priority so be united to fight against COVID-19. ⁦#IK_SaviourOfNation⁩
1485,2020-04-05 08:59:05,Corona pandemic is a global challenge and prevention is the only way to stay safe. #IK_SaviourOfNation
1486,2020-04-05 08:58:51,Government is planning to initiate construction related projects to generate economic activities after overcoming the Covid-19 pandemic. #IK_SaviourOfNation
1487,2020-04-05 08:57:48,#IK_SaviourOfNation Pakistan’s Fight Against the Coronavirus Threat. @Team_Mastanda
1488,2020-04-05 08:57:46,"#IK_SaviourOfNation He Need Your Support,Its time to stand firm against your Dirtoo Corona As Your Commander is ready to fight @MastandaWaila @tzghauri @chohdryasir"
1489,2020-04-05 08:57:13,"#Coronavirus: ""If you don’t want us to have to take the step to ban exercise of all forms outside of your own home then you’ve got to follow the rules,"" says Health Secretary Matt Hancock #Marr http://bbc.in/2wbz9eq pic.twitter.com/z7SbHjSvm6"
1490,2020-04-05 08:56:38,"Thank you, @mammukka. A heartfelt call for unity and brotherhood like yours is what our nation needs in the fight against COVID-19. #9pm9minute"
1491,2020-04-05 08:47:00,RIP to those who died in 2020 due to COVID-19 Don’t skip this post without leaving a Heart #Covid19SA #vaccine
1492,2020-04-05 08:46:37,"This video was filmed just a short while ago, in a restaurant in Barcelona. Now, Spain is desperately fighting COVID-19. Sending good wishes and health to all. It’s more important than ever that we find other means, such as music, to stay connected. #Granada by Isaac Albeniz~"
1493,2020-04-05 08:44:02,Let's break the chain of covid-19 infection stay@home stay safe. 
1494,2020-04-05 08:43:54,Why is India testing the lowest? How will this strategy of testing slow help India fight Corona virus? #TestKaroNa
1495,2020-04-05 08:43:49,@TheBMA warned in 2018: No Deal Brexit would increase the chances of a global pandemic spreading in the UK. https://www.independent.co.uk/news/uk/home-news/brexit-no-deal-nhs-pandemic-bma-final-say-voters-referendum-a8493221.html #Coronavirus #Covid19 has proved capability of the UK authorities to handle have been severely impaired by No Deal Brexit. @TheLancet said so.
1496,2020-04-05 08:39:21,"BREAKING: Rwanda is set to discharge 4 patients who have recovered from Covid -19. They are scheduled to return home today Sunday, April 5. This will bring the number of positive cases down to 98. #COVID19 #coronavirus #StayHome"
1497,2020-04-05 08:38:56,We are entering a really crucial week in our efforts to #flattenthecurve &amp; save lives. You are making progress &amp; you have already saved lives. But we need to make more progress. So share this reminder video &amp; let’s make a big push #coronavirus #Covid19
1498,2020-04-05 08:38:52,"Thank you to everyone who is saving lives by staying at home this weekend. I know it's tough, but if we all work together and follow the guidance we will beat #coronavirus. #StayHomeSaveLives"
1499,2020-04-05 08:38:12,#Breaking | SHOCKING defiance by Tablighi members. COVID positive patients roam around freely interacting with patients in quarantine in a hospital in Karnataka. Details by TIMES NOW's Deepak. | #MarkazCrossesLine
1500,2020-04-05 08:37:12,"Indonesia to receive 50,000 COVID-19 PCR test kits from South Korea #jakpost"
1501,2020-04-05 08:34:43,"At 9:00PM, 12 hours from now, on the call of PM Shri Narendra Modi ji, citizens of this great nation will invoke their collective strength to dispel the darkness of Corona Virus (Covid-19).We are all together in this fight, no one is alone.@narendramodi #AaoPhirSeDiyaJalayen"
1502,2020-04-05 08:30:33,"COVID-19: Abia begins production of face masks “Apart from meeting national demand, he is also interested in meeting local demand so that the people of Abia can have these masks and kits available. #COVID19 #StayHomeSaveLives"
1503,2020-04-05 08:30:15, It will be a warm day today. Enjoy the flowerfields on social media. Don’t go to the tulipfields yourself. We will beat Corona! #tulipbicycletour #BeatCoronaVirus #flowers
1504,2020-04-05 08:29:36,Pastor Chris Oyakhilome explains the relationship between #Coronavirus and 5G. 
1505,2020-04-05 08:28:19,GYA Corona Calendar Confirmed Cases: 2880 Reported Deaths: 45 Recovered Patients : 170 Province wise cases Sindh: 864 ICT: 78 Punjab: 1163 KPK: 372 GB: 206 Baluchistan: 185 Kashmir: 12 
1506,2020-04-05 08:28:11,"There is massive campaign by the government, police, and media to blame people going to parks and staying 2 metres apart for spreading coronavirus while people are being forced to work in call centres. "
1507,2020-04-05 08:27:30,For my nurse friend who works on a covid-19 ward. 
1508,2020-04-05 08:26:51,The boys on the first Saturday night after Corona Virus is finished 
1509,2020-04-05 08:26:36,As we all know that the whole country facing financial crises due to corona virus it would be helpful for us if all the school's compromise atleast three months fees of middle class family
1510,2020-04-05 08:26:17,If the coronavirus was a person #LaCasaDePapel4
1511,2020-04-05 08:24:04,"We hear it's 50/50 on whether this is making it into the #QueensSpeech. So we need your help to RT this message! During #COVID19 lockdown, it's important not to hook-up for sex to slow the spread of coronavirus, reduce the burden on our NHS and save lives. #NoHookUps"
1512,2020-04-05 08:22:55,"This thread is a recap of the more significant hydroxychloroquine for Covid-19 evidence pro &amp; con. Con: 1) Two hospitals, one in France, the other in Michigan reported not seeing clinical results after use of HCQ, details are nonexistent. 1/11"
1513,2020-04-05 08:21:53,Adopted 12 villages in 2012 Donated 25cr in 2014 Donated 15cr to pulwama martyrs family Donated 1cr ( CHennai floods) Now 70cr+( corona crisis ) @iamsrk Gave office for quarantine. #SRKPrideOfIndia
1514,2020-04-05 08:20:57,Today’s column is about whether we can really go back to Before —
1515,2020-04-05 08:20:55,CONFIRMED: Sephiroth tests positive for Coronavirus 
1516,2020-04-05 08:18:47,The world dealing with covid-19 but uganda they re dealing with covid-20 
1517,2020-04-05 08:18:41,"The first Khayelitsha woman infected with Covid-19 has been cleared of the virus. She does not have #coronavirus , department of health in the province confirmed"
1518,2020-04-05 08:18:39,Bloody footballers
1519,2020-04-05 08:17:47,Coronavirus: Sunbathing 'against social distancing rules' 
1520,2020-04-05 08:16:10,"JUST IN: DOH reports 152 new COVID-19 cases, 8 new deaths, and 7 new recoveries. This brings the totals to 3,246 confirmed cases, 152 deaths, and 64 recoveries as of 4pm today, April 5. #COVID19PH | via @shailagarde"
1521,2020-04-05 08:14:32,"We need your help to stop the virus and save lives. Even in this warm weather you should only leave your house for absolutely essential travel, shopping or exercise. When you’re outside, keep a 2m distance from others at all times. #StayHomeSaveLives"
1522,2020-04-05 08:13:31,this is a very important message for the coronavirus 
1523,2020-04-05 08:12:01,appreciation post. face masks made by local yakan weavers to fight off covid-19 (photos from celso lobregat's fb page) 
1524,2020-04-05 08:11:28,hope she sees this
1525,2020-04-05 08:07:58,Me getting ready when I saw LORDE on the trending topics
1526,2020-04-05 08:07:52,So internet was out all day today so I decided to draw Corona-chan. #coronachan
1527,2020-04-05 08:07:05,"Hon. @PMOIndia Sir, in the time of corona crisis, we all are behind you and we will overcome it. Sir, please give your attention to one long pending issue of #AgeRelaxation4EWS. It will help thousands in the crisis to study and plan for jobs. Please Sir. @BJP4India @JPNadda Sir."
1528,2020-04-05 08:03:39,"Anyone else shocked by the certainty of armchair experts? Is Sweden, for example, charting a wise course with offices/schools still open? Or will it end up with huge death count AND economic carnage? If you are certain, you are either a genius or a fool..."
1529,2020-04-05 08:03:37,Non-essential services shutting down in Singapore because of Covid-19 
1530,2020-04-05 08:02:00,"Anyone can spread coronavirus. You must now: Only go out when absolutely necessary for food, medicine, work or exercise Always stay 2 metres apart Do NOT meet others outside your household, even friends and family #StayHomeSaveLives"
1531,2020-04-05 07:59:49,Zero worries Stay safe Stay home Covid 19 is real 
1532,2020-04-05 07:59:33,"""Selfie with the coronavirus"" "
1533,2020-04-05 07:59:24,कोविड.19 let fight corona 
1534,2020-04-05 07:56:25,Kindly Help us!! #Covid_19PH
1535,2020-04-05 07:53:13,A message by Mst. Shaurya on corona pandemic @narendramodi @ZeeNews @IndiaToday #CoronaStopKaroNa – at Shimla Wild life sanctuary
1536,2020-04-05 07:52:37,Our travel network is for London’s NHS staff and key workers only. Protect yourself. Protect your family. Protect Londoners. #StayHomeSaveLives
1537,2020-04-05 07:51:28," [E] 𝐏𝐫𝐚𝐢𝐬𝐞𝐝 𝐛𝐞 𝐉𝐞𝐬𝐮𝐬 &amp; 𝐌𝐚𝐫𝐲! We are Ignacian Marian Bayanihan, a COVID-19 Response Donation Drive reaching out to sectors affected by the pandemic surrounding SMCQC. Here's a thread for some information on this initiative! Please like &amp; RT! #reliefPH"
1538,2020-04-05 07:50:32,BREAKING NEWS: Goofy tests positive for Coronavirus 
1539,2020-04-05 07:50:04,#villageraday Day 1: Flip I'm going to put them in shirts I gave them! Scans will come when they're all done;;; bc I;;; put them all on the same paper;;;;
1540,2020-04-05 07:47:43,"Well you discover who your friends are in a crises don’t you? Abu Dhabi, the owners of the ExCeL centre in East London, charges the NHS £2-3m a month. In contrast the American private equity giant Blackstone offers its Birmingham site rent free. #coronavirus"
1541,2020-04-05 07:42:45,"When all things impossible have come upon us during the COVID-19 crisis, I-PAC makes one impossible task possible - Feeding lakhs of hungry people through #SabkiRasoi. Great initaitive @IndianPAC"
1542,2020-04-05 07:42:20,President @CyrilRamaphosa is this morning leading a team of ministers and the Premier @OtpLimpopo to consult with the bishops of the two ZCC churches on measures to respond to the deadly #coronavirus . The bishops of both the star and the dove ZCC have agreed to be consulted . 
1543,2020-04-05 07:42:20,"#WeRejectOnlineClasses In the meantime, these universities shall make arrangements for conducting online classes in case the closure extended because of the Coronavirus pandemic, the notification stated. @TeamISF_"
1544,2020-04-05 07:42:16,"#RT @realDonaldTrump: RT @IngrahamAngle: “We’ve got to get this country open again,” @realDonaldTrump said in response to more questions about need for more aggressive anti-COVID measures."
1545,2020-04-05 07:40:37,#WeRejectOnlineClasses The Virtual Classes have been started due to the ongoing situation of the Coronavirus (Covid-19).
1546,2020-04-05 07:40:31,The ignorant politics about 5G and COVID-19 pandemic. @dino_melaye and @realFFK you guys should stop deciving our gullible young youths who sees you as their role model. We are talking of 5th Generation network. It is not ment for you guy. So stay away from the new development.
1547,2020-04-05 07:39:39,retweet Nurse just called @lbc saying PPE equipment ordered at 6am yesterday via the new Government PPE hotline delivered yesterday evening. A refreshing change from all those negative misery guts who weaponise #coronavirus to bash the Government &amp; Britain at every opportunity.
1548,2020-04-05 07:39:10,*Corona COVID-19 prevention cleaning campaign DMC West* As per instructions of respectable chairman DMC west Izhar Ahmad khan and municipal commissioner DMC west garbage has been lifted from *Zrda Factory UC 24 Shah wali Allah Nagar Orangi Zone #DMCWest
1549,2020-04-05 07:38:55,"We are sorry to announce that another member of our nursing family, John Alagos, has sadly passed away from COVID-19. "
1550,2020-04-05 07:37:39,"Public approval for Government’s handling of coronavirus crisis drops fast. Opinium: last week two-thirds approved; this has now fallen to 52%. Disapproval rises to 29%, giving handling of Covid-19 a net positive of +23%, a drop of almost half from the +42% figure 7 days ago."
1551,2020-04-05 07:34:58," These 2 are just about the most amazing Zimbabweans I have ever known. They’ve just given 45 ventilators to Zimbabwe for the fight against Corona Virus, that’s 45!!!. There’s no substitute for compassion. Thank you Mr Strive &amp; Mrs Tsitsi Masiyiwa from a grateful people "
1552,2020-04-05 07:32:08,#WeRejectOnlineClasses Several Students in Pakistan are pushing for the suspension of online classes as the country grapples with the rising number of coronavirus cases. @TeamISF_
1553,2020-04-05 07:31:59,All the gods and deities are having their regular meeting in Heaven during the Covid-19 crisis chaired by the Jade Emperor (considered to be the ruler of heaven). He noticed a few key personnel were missing... 
1554,2020-04-05 07:31:33,Delivering service to mankind #covid_19 #frontlinewarriors
1555,2020-04-05 07:31:09,*Corona COVID-19 prevention cleaning campaign DMC West* As per instructions of respectable chairman DMC west Izhar Ahmad khan and municipal commissioner DMC west garbage has been lifted from *Bank Quarter Imam Bargha UC 17&amp; UC 24 Orangi Zone #DMCWest
1556,2020-04-05 07:30:50,"Intentional homicide & cruel, arbitrary treatment : Julian #Assange is a vulnerable (chronic lung condition), non-violent, REMAND (ie not convicted) prisoner denied bail by magistrate Baraitser It’s criminal because Covid spreads fast in prisons ! "
1557,2020-04-05 07:30:23,"(Thread) Outside a facility where those presumed to have died of the coronavirus are taken to be cremated, Lydia Aquino holds a bag containing the ashes of her brother-in-law Sonny Aquino. Sonny succumbed to pneumonia as he waited for days for his test result for the coronavirus. pic.twitter.com/IEDwKv73qD"
1558,2020-04-05 07:30:08,Something we all do without thinking is touch our face. Now is the time to stop. The easiest way for Covid 19 to invade our bodies is through contact. 
1559,2020-04-05 07:28:48,This graph is a graph of weekly deaths from pneumonia in the USA going back to 2013. Would any of the more brainy among you like to have a stab at explaining to this old thicky how the coronavirus has managed to almost eradicate deaths from pneumonia over the last fortnight? 
1560,2020-04-05 07:28:09,Where is Wuhan whistleblower Dr. Ai Fen? She disappeared after publicly criticizing Chinese authorities for censoring the Wuhan doctors who tried to give early warning of the coronavirus in December and for continuing to suppress the true number of deaths. 
1561,2020-04-05 07:27:27,#Who_Is_EarthSavior Corona Pandemic will cure by true saint Lord Kabir is eternal GOD Watch sadhna tv 7 30 pm and ishvar tv 8 30 pm IST @SaintRampalJiM
1562,2020-04-05 07:23:19,Prehistoric evidence of Corona Virus in Macedonia. 
1563,2020-04-05 07:20:57,BREAKING: Amy Rose tests positive for Coronavirus 
1564,2020-04-05 07:20:52,The pathways of self improvement during the #coronavirus crisis. 
1565,2020-04-05 07:20:37,"If you are an Israeli Jew, you will be safe from coronavirus, according to Rabbi Shalom Arush, but now he is quarantined with the #coronavirus Omg !! "
1566,2020-04-05 07:19:06,"In the wake of growing COVID-19 cases in Indian-administered Jammu and Kashmir, many migrant workers who are stuck in the region are making desperate appeals to the government for food and transportation. @TeamForPakistan #FeelSufferingsOfKashmiris"
1567,2020-04-05 07:18:36,The social care system needs help. It could collapse within weeks amid the #coronavirus crisis - read my investigation for @Independent
1568,2020-04-05 07:17:50,"Don’t think so. Italy was set up, NYC AND NY are run by dingbats. The Libs who encouraged people to go out in spite of COVID and did not keep their states and cities prepared with supplies for emergency (although were advised) are disgrace to office."
1569,2020-04-05 07:17:20,Corona girl when you leaving 
1570,2020-04-05 07:14:32,"Right sir but here Govt are creating political agenda for his political carrier, they know vey well how 'Coronavirus' Dangerous but they are trying to make us Fool &amp; someone are Thinking as few candles'll kill The Coronavirus how useless think as @AhasanKhan0786 @DrMonikaSingh_"
1571,2020-04-05 07:14:26,"Faces of coronavirus pandemic Fauci &amp; Birx connected to Gates NWO globalists The truth is President Trump is locked in a power struggle with Bill Gates, who is pushing his vaccines, which may not be available to the public until after November’s election. "
1572,2020-04-05 07:13:48,"Our frontliners are on a mission to fight the COVID-19 battle.⠀ ⠀ Iloilo-based designer Ram Silva says he created the 'Money Heist'-inspired protective gear to boost the morale of health workers, who have been working tirelessly to cure patients http://www.cnn.ph"
1573,2020-04-05 07:13:29,"#FeelSufferingsOfKashmiris @TeamForPakistan Pakistan on Thursday said India was taking advantage of the international community’s focus on the ongoing COVID-19 pandemic by introducing ""Jammu and Kashmir Reorganisation Order 2020”. "
1574,2020-04-05 07:12:07,"BREAKING: 5 London bus drivers have now died from #Coronavirus. Yet still the Govt. tells millions of non-essential workers to go to work, cramming into buses as they do. This is madness."
1575,2020-04-05 07:10:17,They are the frontline warriors against corona. My deep gratitude to them. Those are our soldiers our heros. #SaluteCoronaFighters
1576,2020-04-05 07:07:02,#FeelSufferingsOfKashmiris People apprehend Kashmir doesn't have healthcare facilities to fight Coronavirus @TeamForPakistan
1577,2020-04-05 07:06:31,"We are all in this Corona crisis together bagaetsho, moenie don't lag #PitoriRewindz"
1578,2020-04-05 07:05:28,Gavin Williamson under fire over free school meal cuts during coronavirus outbreak 
1579,2020-04-05 07:04:05,"Remember: @TfL services are only to be used by key workers. If you’re not a key worker, you shouldn’t be using public transport. Please, stay at home and allow them to get to work safely. #StayHomeSaveLives"
1580,2020-04-05 07:03:00,"I want to see the government succeed in defeating the coronavirus, to save lives and protect livelihoods. This is a national effort and all of us should be asking what more we can do. "
1581,2020-04-05 07:02:40,"Soft coup against Pres. Jair Bolsonaro of Brazil over his ""mismanagement"" of the CoViD-19/#Murkavirus outbreak there. Army General Staff Gen. Walter Braga Neto will be ""Operational President"" for as long as the ""crisis"" lasts."
1582,2020-04-05 07:01:41,Covid free na yehey 
1583,2020-04-05 07:00:35,Am i the only one who randomly keep hearing Cardi B screening Coronavirus? #Day10ofLockdown
1584,2020-04-05 07:00:03,"Just 5 days after the application process open, Berlin had distributed more than $1.4 billion in coronavirus aid to more than 150,000 self-employed individuals or small businesses "
1585,2020-04-05 06:59:26,Can uh corona go away pls 
1586,2020-04-05 06:59:25,While the world is struggling with this pandemic covid 19 in DRC Mai Mai militias attached two villages of banyamulenge civilian yesterday at mitamba and in midnight in kajembwe groupement bijombo @United nations @Presidence_RDC @soniarolley @Monusco @antonioguterres @RFI @VOAA
1587,2020-04-05 06:58:09,being quarantined with my family will drive me to kill myself before covid will
1588,2020-04-05 06:57:45,"Late Night me checking the symptoms of ""CORONA VIRUS"" after a little cough. "
1589,2020-04-05 06:53:28,"#FeelSufferingsOfKashmiris Corona is apparent reason of unrest in the world, Kashmir is the actual reason @TeamForPakistan"
1590,2020-04-05 06:52:44,"#FeelSufferingsOfKashmiris Now the world should taste the affect of lockdown in kashmir.This havoc is all due to brutality, you put on kashmir,Syria,Iraq,Iran and many other Muslim countries. Now the whole world is being hopeless against a single virus corona. @TeamForPakistan"
1591,2020-04-05 06:52:06,COVID 19 HEALTH PROGRAMMES ON LIVE ON AIR MADIKERI FROM 06/04/2020 AT 5;00 PM 
1592,2020-04-05 06:51:58,"As the world scrambles to deal with the coronavirus pandemic, fear and anxiety prevail in Indian- occupied Kashmir after COVID-19 cases were detected. @TeamForPakistan #FeelSufferingsOfKashmiris"
1593,2020-04-05 06:51:24,"#CoronaVirus #IncredibleIndia Kurg in India. Look, how they are claiming their Kingdom Thanks to Corona? "
1594,2020-04-05 06:49:29,"#FeelSufferingsOfKashmiris Coronavirus is killing people, and whole world is trying to make some vaccine or medicine to stop it.. But Indian army is killing innocent kashmiris since last 70 years and no one concerned about it.. Such a shame @TeamForPakistan"
1595,2020-04-05 06:48:50,"#SSC_UNFAIR_UFM Corona is taking lives but UFM has taken our Inner Peace. After years of hardwork, SSC called us Cheaters just because we have added Imaginary (ABC Colony) in the Address. Is this Justifiable ? Please Answer Sir. @PMOIndia @SSCCHIEFNEW @ndtv @DrJitendraSingh"
1596,2020-04-05 06:45:10,you know what’s sexy? holding your damn govt accountable
1597,2020-04-05 06:44:15,#Who_Is_EarthSavior Only True God Kabir Can Save Us From All Difficulties Like Corona People From All The World Must Know The Supreme God Must watch. Sadhna TV 7:30 p.m. 
1598,2020-04-05 06:42:22,#FeelSufferingsOfKashmiris Whole world is busy with Coronavirus and meanwhile Indian occupiers are planning to change democracy of kashmir @TeamForPakistan
1599,2020-04-05 06:41:46,Johnson made a mistake when he dragged us out of the EU in such a hostile way. Germany is helping save British nurses.
1600,2020-04-05 06:41:02,Coronavirus: Reps seek two-month free power supply to Nigerians 
1601,2020-04-05 06:38:52,If anyone needs Rashan In pakistan . . . #کوئی_بھوکانہ_سوے Retweet &amp; Share as you can 
1602,2020-04-05 06:38:14,"Charles Lieber - The man behind killing everyone, and selling it to China? #coronavirus "
1603,2020-04-05 06:34:53,"From what I can tell, the Right appears to be trying to strike a balance between ""The govt isn't doing enough to stop corona virus"" and ""The govt needs to end the lockdown asap!"" #Covid_19nz"
1604,2020-04-05 06:33:16,Don't watch too much TV. #coronavirus #StayAtHome #StayHomeSaveLives #humour #livelife
1605,2020-04-05 06:33:13,"#Who_Is_EarthSavior A lot of enduring questions or 1001% Guaranteed Cure even for the incurable diseases like coronavirus free of cost If name initiation is taken from Saint RampalJi ,biggest diseases may be cured. For more information Watch Sadhna TV at 1930hrs.@PMOIndia"
1606,2020-04-05 06:31:03,Me disguising myself as coronavirus so I can go outside: 
1607,2020-04-05 06:30:07,"Jacob Rees-Mogg is to make a fortune from the collapse of share prices during the covid crisis. Mogg's firm,Somerset Capital Management,says market volatility offers a “once or twice in a generation” opportunity to make super-normal-returns https://www.mirror.co.uk/news/politics/jacob-rees-moggs-investment-firm-21814351?f #marr #ridge"
1608,2020-04-05 06:29:55,We will surely win against COVID-19. Let us further the spirit of oneness in society. #9pm9minute
1609,2020-04-05 06:29:54,one of the leading producers of #adrenochrome production was based in WUHAN CHINA where covid-19 originated. 
1610,2020-04-05 06:29:05,How car guys deal with #coronavirus 
1611,2020-04-05 06:25:00,"As people in the U.S. struggle to get tested for COVID-19, @iamcardib called out the inequality in testing."
1612,2020-04-05 06:23:49,me and my homies after this quarantine shit is over pic.twitter.com/IL1DzaRmje
1613,2020-04-05 06:22:43,EXCLUSIVE: Meghan Markle has not seen her mum Doria since moving back to LA due to coronavirus 
1614,2020-04-05 06:21:59,"*Lights off and diyas, torches, candles lit in Indian households.* Le Corona: "
1615,2020-04-05 06:21:45,#ActLikePM #TubelightModi #விளக்கு_ஏற்ற_மாட்டோம் Chinese president builds hospital in 10 days to fight Corona. New Zealand PM asks psychiatrist to help people for handling lockdown. Indian PM: 
1616,2020-04-05 06:21:21,"Mayor of London Sadiq Khan has tweeted he is ""absolutely devastated"" to hear five London bus workers have died after contracting covid-19 and has called for Londoners to ""please follow the rules"" of the covid-19 lockdown, adding ""lives depend on it"""
1617,2020-04-05 06:20:53,Rees Mogg's firm set to make fortune from #coronavirus crisis Somerset Capital Management says investors have “once in a generation” chance of “super normal returns” Shorting i.e. profiting from economic distress must not be permitted in the new normal 
1618,2020-04-05 06:20:37,Lil Baby says he’s not dropping “Lamborghini Boys” until corona virus is over but he about to drop the deluxe to “My Turn”. 
1619,2020-04-05 06:20:37,CONFIRMED: Franklin tests positive for Coronavirus 
1620,2020-04-05 06:19:44,"LOOK: A community in Barangay Babag in Lapu-Lapu City welcomes their neighbor, a 69-year-old man, who has recovered from the coronavirus disease 2019 (COVID-19) and has returned home on Sunday, April 5. | Rosalie Abatayo (photo courtesy of Lapu-Lapu City DRRMO Nagiel Bañacia pic.twitter.com/T32ZJR0Pzs"
1621,2020-04-05 06:15:57,"Save us,help us, worse than corona People please dont just retweet ,make a new one @DrJitendraSingh #SSC_UFM #SSC_UNFAIR_UFM"
1622,2020-04-05 06:12:59,About 200 poor in just the old Byatarayanapura village provided ration. Congress leaders of the village pooled ₹2.5 lakh to provide ration. They are also serving 500 meals everyday. Thanks! #Covid_19india
1623,2020-04-05 06:12:58,"Wrote this article for POTUS: #Hydroxychloroquine is working great so why the hype, panic and fear? Agendas! Here’s the recent studies and success using HCQincluding the Intl poll of 1,000's of doctors rating HCQ as BEST go-to treatment for COVID-19. "
1624,2020-04-05 06:09:56,"The greatest boxer in history, Muhammad Ali, said 'If my mind can conceive it, if my heart can believe it, then I can achieve it'. Almighty God in His infinite power and wisdom help Uganda defeat this deadly COVID-19 pandemic! "
1625,2020-04-05 06:09:45,"I’m absolutely devastated to hear that five London bus workers have lost their lives after testing positive for coronavirus. My thoughts are with their loved ones. Londoners, please follow the rules. Stay at home unless your travel is genuinely essential. Lives depend on it. "
1626,2020-04-05 06:09:30,"Goodbye Coronavirus! Hydroxychloroquine 200mg twice a day for 5 days; Azithromycin 500mg once a day for 5 days; Zinc sulfate 220mg once a day for 5 days. Thanks Dr Zev Zelenko, thanks USA "
1627,2020-04-05 06:07:01,"Just at home in isolation, so I will just sit here wait and pout ugggh damn you Corona "
1628,2020-04-05 06:05:02,"Possibly the most amazing success story fighting #coronavirus. This is how South Korea became a World leader in the virus storm: Testing, tracing, isolating. South Korea is so succesful it didnt even have to close the economy! "
1629,2020-04-05 06:03:35,"Vico Sotto referencing SZA in his IG story while having a meeting for COVID, being competent as fuq makes me think he is the only man for me "
1630,2020-04-05 06:03:32,#کوئی_بھوکانہ_سوے Daily wage workers and poor face hunger as authorities in Pakistan impose lockdown to check the spread of COVID-19. @BilalLatif119 @TeamPakGuardian
1631,2020-04-05 06:03:18,#کوئی_بھوکانہ_سوے Prime Minister Imran Khan has said that biggest challenge for his government during the Coronavirus lockdown is to help marginalized sections of society. @BilalLatif119 @TeamPakGuardian
1632,2020-04-05 06:01:06,The UAE is using drones to help sanitize its cities amidst the coronavirus pandemic https://cnn.it/2Rc1I2N
1633,2020-04-05 05:58:25,People with disability may be at greater risk of contracting COVID-19 because: • Physical barriers to use basic hygiene facilities • Need to touch things • Difficulty in enacting social distancing • Barriers to accessing public health and coronavirus information @FPDNAus
1634,2020-04-05 05:56:27,"Hey, remember 2020 and that Covid 19 thing? "
1635,2020-04-05 05:53:09,Corona is done 
1636,2020-04-05 05:52:08,"""If not dealt with correctly, China could end up being the issue that causes the Israeli-US relationship more damage than anything before it."" #5G What does Israel's future 5G network have to do with coronavirus? "
1637,2020-04-05 05:51:59,"Private James Dorris and Viktor Frankl struggled to find meaning in times similar to our COVID-19 pandemic. Every morning brought the unknown. What would life ask of them, and would they be alive for sunset? "
1638,2020-04-05 05:51:58,Kelly Loeffler is an inspiration to little girls who dream of growing up to be just as shitty and corrupt as men. https://www.vanityfair.com/news/2020/04/kelly-loeffler-protective-gear-investment
1639,2020-04-05 05:50:26,"At the end of this coronavirus, you shall count your family members and none shall be missing. "
1640,2020-04-05 05:50:03,"A projected curve of new cases from Ohio State University predicted Ohio would have 896 new coronavirus cases Saturday. The state reported 427 new cases, putting Ohio below the Ohio State projection curve for six days in a row."
1641,2020-04-05 05:49:57,"Some positive news - my Great Auntie has recovered from corona, taken to hospital Monday after a week battling at home, she was ventilated. Yesterday she ate well, took herself to the loo and they are sorting a care package to send her home Monday. She’s 92.. "
1642,2020-04-05 05:49:55,Thank you for having us in your thoughts. Things like this makes us feel appreciated esp during this tough period (covid-19) STAY SAFE AND RIDE SAFE RIDERS 
1643,2020-04-05 05:49:15,"Why is Oregon still on lock down? The data reveals little to no benefit, and seismic losses. By Professor Hinkley April 4, 2020 https://link.medium.com/F4r77N9Dq5 #COVID2019 #Covid_19"
1644,2020-04-05 05:49:14,Would be expecting same from all Maulana’s to have same spirit and to show the brotherhood. Stay at home and pray for #Covid_19india worker for their safety. Devotees need to be learn from this aacharya!! #TablighiJamaat
1645,2020-04-05 05:49:14,"WE HIT OUR GOAL OF $1000 RAISED FOR #Fight2Fund TO HELP STOP THE SPREAD OF THE COVID-19 CORONA VIRUS. THANK U TO EVERYONE WHO DONATED, PEOPLE REALLY DO NEED HELP DURING THESE WEIRD TIMES WITH THE WORLD. I LOVE YALL SO MUCH YALL ARE AMAZING!!!!!!! "
1646,2020-04-05 05:47:46,Corona quarantine got me like #dogsofquarantine
1647,2020-04-05 05:45:27,Me 2 months ago Me now: when I heard about coronavirus: 
1648,2020-04-05 05:45:04,Gary Sinise leads team giving LAPD Officers new place to rest and recharge #Coronavirus 
1649,2020-04-05 05:40:50,"*Breaking News* Australia's Cheif Medical Officer Brendan Murphy... ""Aboriginal children are better off in the Child Care Centres where they will be looked after better..."" Is it just me or did this statement stink of racist overtones??? #WTF #Covid_19australia #auspol"
